,alcohol,volatile acidity,free sulfur dioxide,density,total sulfur dioxide,pH,fixed acidity,residual sugar,sulphates,quality
2296,10.6,0.28,47.0,0.9946,168.0,3.29,6.9,7.2,0.57,7.0
2297,9.5,0.29,66.0,0.99674,202.0,3.24,6.5,10.6,0.53,6.0
2298,12.8,0.41,23.0,0.99018,109.0,3.34,6.3,3.5,0.54,8.0
2299,12.2,0.32,38.0,0.99235,115.0,3.38,7.0,6.4,0.58,7.0
2300,12.6,0.3,28.0,0.99084,125.0,3.34,7.3,2.3,0.44,7.0
2301,9.4,0.22,25.0,0.99856,125.0,3.45,6.6,12.05,0.45,5.0
2302,9.0,0.26,50.0,0.99591,194.0,3.21,6.0,7.0,0.43,5.0
2303,9.1,0.44,26.0,0.9975,126.0,3.23,6.9,11.8,0.48,5.0
2304,9.4,0.42,15.0,0.9944,168.0,3.06,7.5,1.4,0.4,6.0
2305,12.2,0.36,40.0,0.99173,143.0,3.33,7.0,5.0,0.42,7.0
2306,10.0,0.295,18.0,0.99378,134.0,3.21,5.6,2.2,0.68,5.0
2307,9.2,0.21,34.0,0.99805,159.0,2.93,6.8,14.6,0.44,5.0
2308,9.3,0.28,36.0,0.99534,139.0,3.11,9.4,1.6,0.49,5.0
2309,9.8,0.28,11.0,0.99232,126.0,3.14,8.1,1.3,0.5,6.0
2310,9.2,0.21,34.0,0.99805,159.0,2.93,6.8,14.6,0.44,5.0
2311,12.0,0.22,44.0,0.99078,132.0,3.34,7.0,2.8,0.41,7.0
2312,9.3,0.28,36.0,0.99534,139.0,3.11,9.4,1.6,0.49,5.0
2313,12.6,0.32,15.0,0.99061,80.0,3.33,6.8,3.3,0.63,7.0
2314,12.2,0.19,42.0,0.99182,127.0,3.31,7.0,6.3,0.38,6.0
2315,11.0,0.42,49.0,0.9966,144.0,3.4,7.7,8.1,0.58,6.0
2316,12.0,0.2,34.0,0.9912,116.0,3.25,7.4,1.6,0.39,7.0
2317,8.8,0.24,51.0,0.99779,153.0,3.16,7.5,10.6,0.44,5.0
2318,8.9,0.26,58.0,0.99814,164.0,3.17,7.5,11.8,0.46,4.0
2319,12.7,0.4,39.0,0.99096,84.0,3.59,6.6,1.7,0.48,7.0
2320,11.8,0.2,42.0,0.99379,130.0,3.1,8.0,8.1,0.67,6.0
2321,10.2,0.445,11.0,0.99426,178.0,3.79,4.6,1.4,0.55,5.0
2322,9.9,0.41,23.0,0.99228,121.0,3.24,6.1,1.3,0.61,6.0
2323,11.1,0.2,42.0,0.99335,148.0,3.35,7.6,1.8,0.66,6.0
2324,9.4,0.3,54.0,0.99595,190.0,3.22,6.9,7.2,0.48,5.0
2325,9.7,0.35,7.0,0.99297,119.0,3.13,7.0,1.1,0.36,6.0
2326,9.7,0.35,22.0,0.99687,111.0,3.11,6.9,11.95,0.29,5.0
2327,9.7,0.35,7.0,0.99297,119.0,3.13,7.0,1.1,0.36,6.0
2328,9.7,0.35,22.0,0.99687,111.0,3.11,6.9,11.95,0.29,5.0
2329,9.8,0.3,29.0,0.99445,175.0,3.19,7.6,2.2,0.53,5.0
2330,9.3,0.38,25.0,0.9986,209.0,3.25,7.5,12.7,0.59,6.0
2331,10.5,0.3,31.0,0.99154,161.0,2.95,7.5,1.4,0.42,5.0
2332,9.3,0.4,38.0,0.9981,209.0,3.47,6.3,10.6,0.59,6.0
2333,12.6,0.37,64.0,0.98993,106.0,3.45,6.8,1.9,0.6,8.0
2335,10.3,0.27,50.0,0.99716,118.0,3.18,8.3,10.2,0.51,5.0
2337,9.0,0.28,61.0,0.9972,180.0,3.15,6.5,9.8,0.57,4.0
2338,9.7,0.34,40.0,0.99756,167.0,3.48,7.2,8.4,0.62,5.0
2339,9.5,0.23,21.0,0.99509,90.0,3.22,7.0,7.2,0.55,6.0
2340,10.3,0.29,27.0,0.99572,156.0,3.49,7.7,4.8,0.59,6.0
2341,9.7,0.34,40.0,0.99756,167.0,3.48,7.2,8.4,0.62,5.0
2342,12.3,0.4,27.0,0.99175,95.0,3.21,7.7,4.5,0.59,8.0
2343,10.5,0.17,39.0,0.99254,149.0,3.4,6.7,1.4,0.52,5.0
2344,9.5,0.23,21.0,0.99509,90.0,3.22,7.0,7.2,0.55,6.0
2345,10.0,0.24,41.0,0.99676,211.0,3.11,8.1,11.0,0.49,6.0
2346,8.8,0.28,58.0,0.9979,179.0,3.08,7.7,11.1,0.44,4.0
2347,10.9,0.23,24.0,0.99194,98.0,3.0,7.5,2.6,0.54,6.0
2348,12.2,0.26,14.0,0.99077,141.0,2.95,8.3,2.0,0.77,6.0
2349,9.5,0.46,19.0,0.99782,184.0,3.06,7.9,10.1,0.62,5.0
2350,10.0,0.31,46.0,0.99942,212.0,3.47,7.9,13.3,0.59,5.0
2351,9.6,0.25,53.0,0.99708,202.0,3.11,7.9,11.4,0.57,6.0
2352,8.7,0.28,36.0,0.99353,126.0,3.13,6.1,1.3,0.46,6.0
2353,10.7,0.18,46.0,0.99256,89.0,3.39,7.0,1.4,0.48,7.0
2354,11.1,0.21,26.0,0.99199,66.0,3.43,6.5,1.4,0.48,6.0
2355,12.5,0.48,14.0,0.9918,130.0,3.25,7.6,7.0,0.45,7.0
2356,10.4,0.34,29.0,0.99354,130.0,3.3,7.1,2.0,0.5,6.0
2357,11.5,0.21,20.0,0.99244,93.0,3.2,8.9,1.2,0.37,5.0
2358,9.4,0.32,60.0,0.99831,221.0,3.05,7.4,12.9,0.66,5.0
2359,9.3,0.495,17.0,0.99396,129.0,3.03,6.0,5.0,0.36,5.0
2360,10.1,0.25,30.0,0.99724,121.0,3.17,8.1,10.1,0.49,6.0
2361,9.7,0.25,14.0,0.99524,102.0,3.28,8.2,3.75,0.58,5.0
2362,10.5,0.18,39.0,0.9927,144.0,3.49,6.5,1.7,0.5,6.0
2363,9.7,0.24,44.0,0.99802,182.0,3.42,6.7,12.6,0.42,5.0
2364,9.2,0.32,42.5,0.99512,204.0,3.59,6.6,1.3,0.51,5.0
2365,9.8,0.32,24.0,0.99438,138.0,3.19,7.6,1.6,0.44,5.0
2366,9.0,0.33,40.0,0.99679,227.0,3.12,7.4,7.6,0.52,5.0
2367,9.1,0.3,40.0,0.99652,188.0,3.15,7.2,8.1,0.49,6.0
2368,10.4,0.34,70.0,0.99698,169.0,3.25,7.4,14.9,0.37,6.0
2369,10.7,0.16,29.0,0.99474,144.0,3.68,6.1,6.0,0.46,6.0
2370,10.5,0.1,25.0,0.99511,107.0,3.59,6.3,6.0,0.49,7.0
2371,9.2,0.45,47.0,0.99582,202.0,3.21,6.2,7.2,0.43,5.0
2372,11.5,0.33,5.0,0.99125,85.0,3.28,6.0,3.0,0.4,4.0
2373,10.4,0.48,5.0,0.99256,57.0,3.05,7.6,1.2,0.54,3.0
2374,12.0,0.2,43.0,0.9911,188.0,3.3,7.2,2.0,0.41,6.0
2375,12.2,0.32,41.0,0.99168,150.0,3.38,7.0,4.9,0.43,6.0
2376,12.0,0.2,43.0,0.9911,188.0,3.3,7.2,2.0,0.41,6.0
2377,9.8,0.22,24.0,0.99556,90.0,3.29,7.0,8.9,0.46,6.0
2379,9.6,0.27,21.0,0.99516,191.0,3.49,6.4,2.0,0.63,4.0
2380,9.5,0.27,21.0,0.99516,196.0,3.49,6.4,1.9,0.64,4.0
2381,10.2,0.23,37.0,0.99518,144.0,3.5,7.0,5.1,0.59,6.0
2382,10.4,0.15,14.0,0.99347,107.0,3.24,6.9,4.4,0.46,8.0
2383,11.0,0.26,26.0,0.9929,74.0,3.28,6.7,5.8,0.53,6.0
2384,10.4,0.15,14.0,0.99347,107.0,3.24,6.9,4.4,0.46,8.0
2385,8.7,0.2,56.0,0.99841,160.0,3.05,7.6,12.9,0.41,5.0
2386,9.9,0.3,24.0,0.99362,189.0,3.29,6.9,1.3,0.54,4.0
2387,9.9,0.3,24.0,0.99361,186.0,3.29,6.9,1.3,0.54,4.0
2388,11.3,0.21,7.0,0.9914,106.0,3.06,7.6,1.2,0.45,4.0
2389,12.0,0.46,28.0,0.99114,83.0,3.38,6.8,2.7,0.51,8.0
2390,10.7,0.28,34.0,0.9925,130.0,3.43,7.0,1.7,0.5,8.0
2391,10.1,0.24,32.0,0.99453,156.0,3.13,6.5,8.2,0.7,6.0
2392,9.6,0.17,42.0,0.9938,135.0,3.25,6.4,1.5,0.49,7.0
2393,9.6,0.17,43.0,0.9938,136.0,3.25,6.4,1.5,0.49,6.0
2394,8.7,0.695,58.0,0.99806,252.0,3.29,6.3,12.9,0.49,5.0
2395,10.3,0.27,28.0,0.9961,199.0,3.54,7.0,3.9,0.59,5.0
2396,9.1,0.3,25.0,1.00016,218.0,2.98,8.4,17.75,0.66,5.0
2397,11.8,0.19,13.0,0.9916,101.0,3.17,6.5,4.9,0.41,6.0
2398,11.9,0.36,26.0,0.99116,93.0,3.15,8.0,1.6,0.49,6.0
2399,10.3,0.16,17.0,0.99319,77.0,3.66,6.1,1.4,0.57,6.0
2400,10.0,0.19,16.0,0.99517,104.0,3.09,9.2,2.0,0.66,4.0
2401,10.2,0.16,18.0,0.99514,107.0,3.1,9.2,2.0,0.53,4.0
2402,10.0,0.26,72.0,0.99566,202.0,3.12,8.0,8.2,0.56,6.0
2403,12.7,0.33,19.0,0.99166,125.0,2.96,8.8,2.1,0.98,6.0
2404,9.6,0.16,23.0,0.99587,130.0,3.04,9.8,1.8,0.67,5.0
2405,9.5,0.23,59.0,0.99558,188.0,3.16,6.6,8.5,0.49,5.0
2406,12.7,0.44,23.0,0.99117,100.0,3.17,7.9,4.45,0.52,6.0
2407,11.0,0.31,23.0,0.99399,109.0,3.34,7.6,5.8,0.54,6.0
2408,9.1,0.705,44.0,0.99741,214.0,3.1,7.5,13.0,0.5,5.0
2409,10.2,0.21,23.0,0.99405,111.0,3.35,7.1,2.7,0.64,4.0
2410,10.1,0.16,30.0,0.99622,220.0,3.38,7.0,7.3,0.58,6.0
2411,9.2,0.27,50.0,1.00051,208.0,3.05,8.0,19.1,0.5,6.0
2412,9.4,0.38,50.0,0.99803,212.0,3.47,6.3,8.8,0.66,4.0
2413,10.2,0.21,23.0,0.99405,111.0,3.35,7.1,2.7,0.64,4.0
2414,9.2,0.38,28.0,0.99773,195.0,3.53,6.2,7.4,0.71,4.0
2415,10.0,0.24,23.0,0.99397,106.0,2.98,8.2,2.3,0.5,5.0
2416,10.1,0.16,30.0,0.99622,220.0,3.38,7.0,6.85,0.58,6.0
2417,9.0,0.815,45.0,0.99713,204.0,3.15,7.3,11.4,0.46,5.0
2418,9.5,0.41,25.0,0.99274,98.0,3.16,6.3,0.9,0.42,5.0
2419,9.1,0.36,67.0,1.00118,207.0,3.39,6.1,19.35,0.53,5.0
2420,13.3,0.4,23.0,0.99176,118.0,3.05,8.1,7.9,0.46,7.0
2421,9.5,0.26,53.0,0.9969,198.0,3.26,6.8,11.75,0.55,5.0
2422,9.2,0.44,28.0,0.99771,210.0,3.56,6.2,7.7,0.72,5.0
2423,10.1,0.24,17.0,0.99411,117.0,3.36,7.2,3.0,0.68,6.0
2424,9.2,0.44,28.0,0.99771,210.0,3.56,6.2,7.7,0.72,5.0
2425,10.1,0.24,17.0,0.99411,117.0,3.36,7.2,3.0,0.68,6.0
2426,11.2,0.22,32.0,0.99194,172.0,3.27,7.3,1.5,0.48,6.0
2427,9.8,0.34,70.0,0.99558,230.0,3.14,8.1,7.5,0.55,6.0
2428,11.2,0.22,32.0,0.99194,172.0,3.27,7.3,1.5,0.48,6.0
2429,9.8,0.34,70.0,0.99558,230.0,3.14,8.1,7.5,0.55,6.0
2430,9.4,0.28,61.0,0.99577,195.0,3.22,6.4,8.3,0.46,5.0
2431,9.0,0.29,50.0,0.99564,177.0,3.23,6.3,7.05,0.42,5.0
2432,9.4,0.27,60.0,0.99578,198.0,3.21,6.4,8.4,0.47,5.0
2433,8.9,0.35,63.0,0.99888,229.0,3.11,7.4,13.9,0.5,6.0
2435,9.8,0.35,9.0,0.99441,148.0,3.17,6.4,5.6,0.5,4.0
2436,9.4,0.43,29.0,0.99594,183.0,3.17,6.9,9.4,0.43,5.0
2437,10.0,0.26,34.0,0.99437,150.0,3.13,8.0,4.8,0.5,6.0
2438,9.4,0.43,29.0,0.99594,183.0,3.17,6.9,9.4,0.43,5.0
2439,9.9,0.27,36.0,0.9979,130.0,3.48,7.3,9.7,0.75,6.0
2440,10.0,0.46,49.0,0.99434,159.0,3.14,6.8,6.3,0.47,5.0
2441,11.5,0.2,13.0,0.99203,168.0,3.17,7.2,1.6,1.06,6.0
2442,9.2,0.285,32.0,0.998,201.0,3.0,7.6,14.6,0.45,5.0
2443,10.0,0.32,40.0,0.99316,219.5,3.15,6.6,2.5,0.6,5.0
2444,9.2,0.285,32.0,0.998,201.0,3.0,7.6,14.6,0.45,5.0
2445,10.0,0.34,40.5,0.99314,210.0,3.15,6.6,2.6,0.61,5.0
2446,10.0,0.32,40.0,0.99316,210.0,3.15,6.6,2.5,0.6,5.0
2447,9.8,0.27,21.0,0.99612,133.0,3.43,6.5,8.2,0.64,6.0
2448,10.5,0.26,19.0,0.99295,114.0,3.36,6.6,1.5,0.62,6.0
2449,10.6,0.27,61.0,0.99394,181.0,3.45,6.7,2.3,0.63,6.0
2450,9.4,0.56,38.0,0.99642,157.0,3.28,6.6,10.0,0.52,5.0
2451,9.4,0.56,38.0,0.99642,157.0,3.28,6.6,10.0,0.52,5.0
2452,11.0,0.19,35.0,0.99248,136.0,3.38,7.3,1.6,0.54,7.0
2453,10.8,0.2,36.0,0.99268,141.0,3.53,6.3,1.6,0.56,6.0
2454,9.0,0.29,58.0,0.99954,201.0,3.3,7.1,16.0,0.67,5.0
2455,9.6,0.32,47.0,0.99692,194.0,3.07,7.8,10.4,0.58,6.0
2456,10.6,0.33,36.0,0.99592,156.0,3.19,8.1,7.4,0.54,6.0
2457,10.6,0.33,36.0,0.99592,156.0,3.19,8.1,7.4,0.54,6.0
2458,9.6,0.32,47.0,0.99692,194.0,3.07,7.8,10.4,0.58,6.0
2459,9.2,0.33,31.0,0.99822,147.0,3.08,6.6,16.05,0.52,5.0
2460,9.2,0.33,31.0,0.99822,147.0,3.08,6.6,16.05,0.52,5.0
2461,9.5,0.26,11.0,0.99402,71.0,2.89,8.2,2.6,0.49,5.0
2462,9.5,0.25,12.0,0.99404,72.0,2.89,8.3,2.5,0.48,5.0
2463,10.3,0.26,37.0,0.99787,184.0,3.47,7.0,10.8,0.58,7.0
2464,8.8,0.26,35.0,0.99347,124.0,3.08,6.0,1.2,0.46,5.0
2465,8.7,0.28,53.0,0.99838,161.0,2.98,7.5,12.1,0.44,5.0
2466,8.7,0.27,51.0,0.99839,159.0,2.98,7.5,11.95,0.44,5.0
2467,10.2,0.28,27.0,0.99375,128.0,3.2,7.0,1.7,0.62,6.0
2468,10.1,0.16,26.0,0.99155,77.0,3.25,5.2,0.8,0.51,6.0
2469,9.5,0.34,29.0,0.9936,118.0,3.21,6.8,1.4,0.41,5.0
2470,9.5,0.25,34.0,0.99434,176.0,3.1,7.6,1.3,0.51,5.0
2471,11.6,0.35,23.0,0.9922,174.0,3.54,5.6,6.3,0.5,7.0
2472,10.7,0.24,12.0,0.99571,97.0,3.13,8.8,10.3,0.4,6.0
2473,10.1,0.29,20.0,0.99658,142.0,3.11,6.0,15.55,0.54,6.0
2474,11.1,0.27,17.0,0.99076,83.0,3.32,6.1,1.5,0.44,7.0
2475,9.8,0.56,19.0,0.99496,117.0,3.22,7.4,1.5,0.53,5.0
2476,9.0,0.29,52.0,0.9937,148.0,3.08,6.8,1.4,0.49,6.0
2477,11.1,0.27,17.0,0.99076,83.0,3.32,6.1,1.5,0.44,7.0
2478,9.5,0.27,58.0,0.99542,215.0,3.19,6.3,7.9,0.48,6.0
2479,9.4,0.24,18.0,0.99825,143.0,3.37,6.6,13.0,0.49,6.0
2480,10.2,0.32,22.0,0.99289,113.0,3.24,6.8,1.0,0.61,5.0
2481,9.8,0.37,39.5,0.99432,216.5,3.1,6.4,4.85,0.5,6.0
2482,9.5,0.26,54.0,0.99523,201.0,3.19,6.2,7.1,0.48,6.0
2483,9.5,0.27,58.0,0.99542,215.0,3.19,6.3,7.9,0.48,6.0
2484,9.0,0.3,55.0,0.9959,191.0,3.17,6.4,7.5,0.49,5.0
2485,10.1,0.28,61.0,0.99543,204.0,3.1,8.0,7.6,0.55,6.0
2486,8.8,0.24,37.0,0.99662,122.0,3.02,6.7,10.3,0.45,5.0
2487,11.9,0.27,25.0,0.99088,122.0,2.97,7.9,1.7,0.51,6.0
2488,11.9,0.27,25.0,0.99088,122.0,2.97,7.9,1.7,0.51,6.0
2489,9.3,0.28,32.0,0.99922,174.0,3.19,6.1,19.95,0.44,6.0
2490,10.0,0.39,11.0,0.9966,110.0,3.33,7.7,7.7,0.76,6.0
2491,9.5,0.2,49.0,0.99466,201.0,3.21,6.0,5.3,0.43,5.0
2492,9.3,0.28,32.0,0.99922,174.0,3.19,6.1,19.95,0.44,6.0
2493,9.7,0.31,20.0,0.99836,139.0,3.16,7.6,12.7,0.5,4.0
2494,9.7,0.31,20.0,0.99836,139.0,3.16,7.6,12.7,0.5,4.0
2495,10.2,0.18,45.0,0.99238,155.0,3.19,6.3,1.5,0.48,5.0
2496,10.8,0.23,13.0,0.99645,96.0,3.11,8.6,11.3,0.4,5.0
2497,8.8,0.21,32.0,1.0,133.0,3.27,6.8,18.1,0.48,5.0
2498,8.8,0.21,32.0,1.0,133.0,3.27,6.8,18.1,0.48,5.0
2499,11.4,0.26,37.0,0.99376,175.0,3.32,6.9,7.0,0.49,6.0
2500,8.8,0.21,32.0,1.0,133.0,3.27,6.8,18.1,0.48,5.0
2501,9.8,0.31,39.0,0.99513,191.0,3.14,6.4,6.4,0.52,5.0
2502,9.4,0.34,11.0,0.99556,119.0,3.17,8.6,1.4,0.47,4.0
2503,9.4,0.34,11.0,0.99556,119.0,3.17,8.6,1.4,0.47,4.0
2504,9.4,0.3,54.0,0.99543,174.0,3.21,8.5,3.1,0.43,6.0
2505,9.4,0.4,37.0,0.99886,194.0,3.2,7.4,14.1,0.63,6.0
2506,9.7,0.32,63.0,0.99526,212.0,3.22,6.6,7.7,0.48,6.0
2507,12.3,0.34,36.0,0.99166,140.0,3.35,7.1,5.2,0.47,7.0
2508,9.8,0.26,45.0,0.99691,178.0,3.33,6.6,11.6,0.43,6.0
2509,9.0,0.27,18.0,0.99732,134.0,3.12,8.0,10.4,0.68,5.0
2510,9.2,0.28,46.0,0.99573,203.0,3.26,6.2,7.5,0.46,6.0
2511,9.4,0.3,68.0,0.99656,215.0,3.19,6.2,11.2,0.6,6.0
2512,9.9,0.175,20.0,0.99112,67.0,3.28,5.6,0.8,0.48,6.0
2513,9.8,0.34,13.0,0.99214,145.0,3.07,6.9,1.4,0.52,5.0
2514,12.3,0.34,34.0,0.99165,148.0,3.36,6.9,4.7,0.49,7.0
2515,11.9,0.12,15.0,0.99004,37.0,3.02,7.1,3.1,0.52,7.0
2516,10.2,0.32,33.0,0.99463,170.0,3.27,7.1,4.0,0.64,6.0
2517,9.5,0.51,61.0,0.99683,224.0,3.14,7.3,11.3,0.56,6.0
2518,11.9,0.12,15.0,0.99004,37.0,3.02,7.1,3.1,0.52,7.0
2519,9.2,0.24,67.0,0.99596,216.0,3.24,6.3,8.1,0.5,5.0
2520,9.7,0.41,28.0,0.99898,174.0,3.18,7.5,14.8,0.49,5.0
2521,11.5,0.18,35.0,0.99114,138.0,3.36,6.5,1.4,0.6,7.0
2522,10.4,0.17,32.0,0.99508,162.0,3.17,7.3,8.1,0.38,8.0
2523,11.6,0.2,41.0,0.99306,174.0,3.22,8.2,3.5,0.41,5.0
2524,9.7,0.41,28.0,0.99898,174.0,3.18,7.5,14.8,0.49,5.0
2525,10.4,0.17,32.0,0.99508,162.0,3.17,7.3,8.1,0.38,8.0
2526,11.5,0.18,35.0,0.99114,138.0,3.36,6.5,1.4,0.6,7.0
2527,10.2,0.16,29.0,0.99342,108.0,3.27,7.3,1.5,0.51,6.0
2528,9.8,0.16,27.0,0.99345,109.0,3.38,6.4,1.5,0.5,6.0
2529,9.0,0.42,26.0,0.99772,158.0,3.24,6.6,12.8,0.47,5.0
2530,10.5,0.3,57.0,0.99239,163.0,3.38,5.8,1.6,0.59,6.0
2531,9.4,0.54,8.0,0.99502,178.0,3.16,6.7,7.1,0.38,4.0
2532,9.4,0.54,8.0,0.99502,178.0,3.16,6.7,7.1,0.38,4.0
2533,10.8,0.22,53.0,0.99479,149.0,3.21,6.4,11.2,0.34,5.0
2534,10.7,0.23,19.0,0.99207,95.0,3.17,6.8,1.7,0.46,7.0
2535,10.6,0.26,21.0,0.99497,162.0,3.08,9.0,6.7,0.5,6.0
2536,9.2,0.23,15.0,0.99828,110.0,3.15,6.5,17.3,0.42,6.0
2537,9.5,0.28,30.0,0.99542,142.0,3.28,5.9,8.6,0.44,6.0
2538,9.5,0.28,30.0,0.99542,142.0,3.28,5.9,8.6,0.44,6.0
2539,10.0,0.27,20.0,0.99228,111.0,3.41,6.2,1.5,0.5,5.0
2540,10.6,0.29,34.0,0.99706,177.0,3.13,9.0,12.1,0.47,5.0
2541,10.6,0.26,21.0,0.99497,162.0,3.08,9.0,6.7,0.5,6.0
2542,10.6,0.27,19.5,0.99669,166.0,3.13,8.9,10.7,0.48,5.0
2543,9.2,0.23,15.0,0.99828,110.0,3.15,6.5,17.3,0.42,6.0
2544,11.0,0.32,28.0,0.99269,117.0,3.24,6.9,1.8,0.48,6.0
2545,11.2,0.22,17.0,0.99196,159.0,3.25,7.2,1.4,0.53,6.0
2546,9.6,0.5,26.0,0.99662,175.0,3.32,6.7,7.5,0.54,5.0
2547,9.4,0.33,27.0,0.99475,128.0,3.21,6.2,4.8,0.48,5.0
2548,9.5,0.26,62.0,0.99544,209.0,3.2,6.3,7.1,0.53,6.0
2549,9.3,0.2,51.0,0.99944,188.0,3.09,7.5,16.9,0.62,5.0
2550,9.4,0.33,27.0,0.99475,128.0,3.21,6.2,4.8,0.48,5.0
2551,9.5,0.26,62.0,0.99544,209.0,3.2,6.3,7.1,0.53,6.0
2552,9.4,0.36,8.0,0.9966,110.0,3.07,6.6,11.3,0.46,5.0
2553,11.2,0.13,63.0,0.99066,146.0,3.13,6.3,1.1,0.72,7.0
2554,11.2,0.15,67.0,0.9907,150.0,3.14,6.4,1.2,0.73,7.0
2555,11.2,0.13,63.0,0.99066,146.0,3.13,6.3,1.1,0.72,7.0
2556,8.8,0.23,54.0,0.998,170.0,3.0,7.6,12.9,0.53,5.0
2557,11.2,0.15,67.0,0.9907,150.0,3.14,6.4,1.2,0.73,7.0
2558,11.2,0.13,63.0,0.99066,146.0,3.13,6.3,1.1,0.72,7.0
2559,9.4,0.255,17.0,0.99307,137.0,3.2,5.7,1.2,0.42,5.0
2560,11.1,0.32,11.0,0.99106,103.0,3.06,6.9,2.3,0.42,6.0
2561,9.6,0.28,36.0,0.99696,131.0,3.08,6.9,10.0,0.46,5.0
2562,11.1,0.32,11.0,0.99106,103.0,3.06,6.9,2.3,0.42,6.0
2563,9.4,0.255,17.0,0.99307,137.0,3.2,5.7,1.2,0.42,5.0
2564,10.6,0.41,28.0,0.99167,160.0,2.95,6.6,1.4,0.45,6.0
2565,8.9,0.37,59.0,0.99902,240.0,3.13,7.3,14.9,0.45,5.0
2566,12.3,0.21,17.0,0.98992,80.0,3.15,6.9,1.8,0.46,7.0
2567,11.4,0.24,39.0,0.99182,132.0,3.34,6.6,1.8,0.46,5.0
2568,9.6,0.28,60.0,0.99556,207.0,3.16,6.8,7.0,0.49,6.0
2569,10.3,0.24,25.0,0.99582,135.0,3.33,6.6,8.6,0.59,6.0
2570,11.4,0.24,39.0,0.99182,132.0,3.34,6.6,1.8,0.46,5.0
2571,12.1,0.16,29.0,0.98972,80.0,3.23,7.0,1.1,0.36,6.0
2572,9.9,0.14,10.0,0.99352,56.0,3.46,7.0,1.3,0.45,5.0
2573,9.7,0.34,31.0,0.9946,185.0,3.15,6.3,4.9,0.49,5.0
2574,10.5,0.26,70.0,0.99273,154.0,3.18,6.8,1.9,0.52,5.0
2576,9.4,0.27,74.0,0.99582,227.0,3.18,6.5,10.0,0.5,5.0
2577,9.6,0.25,63.0,0.99553,206.0,3.18,6.7,8.6,0.5,5.0
2578,12.6,0.3,45.0,0.98914,104.0,3.4,5.8,1.7,0.56,7.0
2579,9.2,0.28,49.0,0.99354,106.0,3.1,6.4,1.7,0.37,6.0
2580,10.4,0.3,36.0,0.99976,174.0,3.2,7.7,18.95,0.5,5.0
2581,9.0,0.18,19.0,0.99808,171.0,3.0,6.8,12.8,0.52,7.0
2582,9.0,0.18,19.0,0.99808,171.0,3.0,6.8,12.8,0.52,7.0
2583,9.0,0.18,19.0,0.99808,171.0,3.0,6.8,12.8,0.52,7.0
2584,9.0,0.18,19.0,0.99808,171.0,3.0,6.8,12.8,0.52,7.0
2585,9.0,0.18,19.0,0.99808,171.0,3.0,6.8,12.8,0.52,7.0
2586,9.0,0.18,19.0,0.99808,171.0,3.0,6.8,12.8,0.52,7.0
2587,9.2,0.14,15.0,0.9919,89.0,3.22,5.1,0.7,0.43,6.0
2588,9.0,0.18,19.0,0.99808,171.0,3.0,6.8,12.8,0.52,7.0
2589,9.7,0.615,25.0,0.99499,154.0,3.2,7.2,1.4,0.48,4.0
2590,10.1,0.13,47.0,0.99655,132.0,3.34,6.9,13.3,0.42,6.0
2591,11.0,0.34,24.0,0.99615,152.0,3.46,6.7,8.5,0.64,7.0
2592,10.8,0.32,32.0,0.99296,144.0,3.2,7.3,1.5,0.55,5.0
2593,10.8,0.21,49.0,0.99482,147.0,3.22,6.3,11.7,0.38,5.0
2594,13.5,0.5,12.0,0.99079,107.0,3.48,5.4,5.0,0.88,7.0
2595,10.6,0.52,18.0,0.99366,167.0,3.24,8.2,1.2,0.39,5.0
2596,9.8,0.28,28.0,0.99434,208.0,3.23,7.8,2.1,0.64,5.0
2597,11.7,0.22,56.0,0.98958,115.0,3.18,6.4,1.4,0.7,6.0
2598,9.8,0.28,28.0,0.99434,208.0,3.23,7.8,2.1,0.64,5.0
2599,9.0,0.32,58.0,0.99938,185.0,3.34,6.9,16.0,0.6,6.0
2600,11.3,0.11,51.0,0.99059,132.0,3.18,6.8,1.1,0.74,7.0
2601,9.4,0.26,64.0,0.99835,185.0,3.31,6.2,15.3,0.61,5.0
2602,11.7,0.22,56.0,0.98958,115.0,3.18,6.4,1.4,0.7,6.0
2603,11.3,0.3,37.0,0.99159,107.0,3.31,6.7,2.8,0.63,7.0
2604,11.3,0.3,37.0,0.99159,107.0,3.31,6.7,2.8,0.63,7.0
2605,12.0,0.2,4.0,0.98931,28.0,3.2,7.1,0.9,0.36,6.0
2606,10.6,0.2,22.0,0.9938,157.0,3.48,7.2,2.5,0.49,6.0
2607,10.8,0.26,47.0,0.99558,202.0,3.13,8.9,8.1,0.46,6.0
2608,10.8,0.25,53.0,0.99563,209.0,3.12,7.5,8.2,0.46,6.0
2609,12.0,0.2,4.0,0.98931,28.0,3.2,7.1,0.9,0.36,6.0
2610,9.4,0.27,44.0,0.99691,177.0,3.18,6.3,11.1,0.67,5.0
2611,9.4,0.3,61.0,0.9959,219.0,3.19,6.5,7.8,0.5,5.0
2612,11.3,0.3,37.0,0.99159,107.0,3.31,6.7,2.8,0.63,7.0
2613,9.4,0.36,29.0,0.99628,140.0,3.07,6.6,10.1,0.4,5.0
2614,12.0,0.21,20.0,0.99076,80.0,3.39,6.15,3.2,0.47,5.0
2615,10.3,0.18,47.0,0.99678,129.0,3.28,6.5,14.2,0.72,7.0
2616,10.3,0.18,47.0,0.99678,129.0,3.28,6.5,14.2,0.72,7.0
